text,kind_effect,task,object,physical_effect,id
"O/a ""Destruir"" é um/uma Efeito, que no/na Sólido causa Ressonância.",Efeito,Destruir,Sólido,Ressonância,b00d0632-e676-4d57-b1fb-c727fd074f80
"O/a ""Destruir"" é um/uma Efeito, que no/na Sólido dividido causa Ressonância.",Efeito,Destruir,Sólido dividido,Ressonância,2d17144a-3e0f-4102-9394-b30c4b30b90b
"O/a ""Detectar"" é um/uma Efeito, que no/na Campo causa Ressonância.",Efeito,Detectar,Campo,Ressonância,fa9d2a83-e889-4eed-ba28-acbb0539d5a8
"O/a ""Erodir"" é um/uma Efeito, que no/na Sólido causa Ressonância.",Efeito,Erodir,Sólido,Ressonância,600e8aae-5eb0-41f2-bdb6-5f10fdcb5f77
"O/a ""Expandir"" é um/uma Efeito, que no/na Campo causa Ressonância.",Efeito,Expandir,Campo,Ressonância,c1fb9d43-c586-47f2-acf6-96dda45fe163
"O/a ""Extrair"" é um/uma Efeito, que no/na Campo causa Ressonância.",Efeito,Extrair,Campo,Ressonância,a33f3bc4-725e-42b8-ba3f-cdef9dfb5190
"O/a ""Juntar"" é um/uma Efeito, que no/na Campo causa Ressonância.",Efeito,Juntar,Campo,Ressonância,b3e35982-746a-47fb-bb06-2f200de2c9d0
"O/a ""Limpar"" é um/uma Efeito, que no/na Sólido causa Ressonância.",Efeito,Limpar,Sólido,Ressonância,956546fc-27ff-49fc-8e2c-e6be348105c6
"O/a ""Limpar"" é um/uma Efeito, que no/na Sólido dividido causa Ressonância.",Efeito,Limpar,Sólido dividido,Ressonância,dc45678e-7a11-4523-8e75-fcfc129ccb00
"O/a ""Misturar"" é um/uma Efeito, que no/na Gás causa Ressonância.",Efeito,Misturar,Gás,Ressonância,d400d34c-c6f6-46ce-b72e-2fa9c65f729b
"O/a ""Misturar"" é um/uma Efeito, que no/na Líquido causa Ressonância.",Efeito,Misturar,Líquido,Ressonância,9b7b706b-189f-444a-97b0-e2cfc942364f
"O/a ""Misturar"" é um/uma Efeito, que no/na Sólido dividido causa Ressonância.",Efeito,Misturar,Sólido dividido,Ressonância,48382c50-94a1-4975-bcb5-a88cc21782e8
"O/a ""Mover"" é um/uma Efeito, que no/na Gás causa Ressonância.",Efeito,Mover,Gás,Ressonância,c7ee001c-48b0-4261-b302-73cbbd14dc8a
"O/a ""Mover"" é um/uma Efeito, que no/na Líquido causa Ressonância.",Efeito,Mover,Líquido,Ressonância,53bd976d-be8f-494d-9170-2accc82fd095
"O/a ""Mover"" é um/uma Efeito, que no/na Sólido causa Ressonância.",Efeito,Mover,Sólido,Ressonância,18d79eba-d289-4c2b-8861-f8a52b622961
"O/a ""Mover"" é um/uma Efeito, que no/na Sólido dividido causa Ressonância.",Efeito,Mover,Sólido dividido,Ressonância,d3ee8f21-498c-4447-8bae-f09a8c5d2e52
"O/a ""Polir"" é um/uma Efeito, que no/na Líquido causa Ressonância.",Efeito,Polir,Líquido,Ressonância,be9d2164-d3db-4731-9bd4-d0095f93255d
"O/a ""Produzir"" é um/uma Efeito, que no/na Campo causa Ressonância.",Efeito,Produzir,Campo,Ressonância,21e04111-97c7-4192-bae6-31b812454078
"O/a ""Remover"" é um/uma Efeito, que no/na Líquido causa Ressonância.",Efeito,Remover,Líquido,Ressonância,2bd6e328-980a-4fa0-b3ad-a05d1ef12c8b
"O/a ""Remover"" é um/uma Efeito, que no/na Sólido causa Ressonância.",Efeito,Remover,Sólido,Ressonância,29a7e4ee-a15f-4aa1-9444-25d2341b30cd
"O/a ""Remover"" é um/uma Efeito, que no/na Sólido dividido causa Ressonância.",Efeito,Remover,Sólido dividido,Ressonância,478a2f45-cb16-4b0b-ab4f-83d0c68f0050
"O/a ""Secar"" é um/uma Efeito, que no/na Sólido causa Ressonância.",Efeito,Secar,Sólido,Ressonância,4780ffc2-0e54-41b2-b0fa-114e4f44e388
"O/a ""Separar"" é um/uma Efeito, que no/na Campo causa Ressonância.",Efeito,Separar,Campo,Ressonância,81360985-3bf4-4023-9a65-c8c18bdbdaeb
"O/a ""Separar"" é um/uma Efeito, que no/na Gás causa Ressonância.",Efeito,Separar,Gás,Ressonância,6e753b21-2284-4181-b969-e2324f4be9d9
"O/a ""Separar"" é um/uma Efeito, que no/na Líquido causa Ressonância.",Efeito,Separar,Líquido,Ressonância,101758bf-91bd-49b2-af04-8d38c89f860a
"O/a ""Separar"" é um/uma Efeito, que no/na Sólido causa Ressonância.",Efeito,Separar,Sólido,Ressonância,97193fd6-afa1-448a-99ab-6cf0638cc0d4
"O/a ""Separar"" é um/uma Efeito, que no/na Sólido dividido causa Ressonância.",Efeito,Separar,Sólido dividido,Ressonância,27b6d6cb-d50f-48d7-ae8d-7d9edfa78747
"O/a ""Vibrar"" é um/uma Efeito, que no/na Gás causa Ressonância.",Efeito,Vibrar,Gás,Ressonância,94d8575d-3b65-4e95-a939-0a316aed3c90
"O/a ""Vibrar"" é um/uma Efeito, que no/na Líquido causa Ressonância.",Efeito,Vibrar,Líquido,Ressonância,521e7f12-d782-43d0-befd-9d7f32d00b05
"O/a ""Vibrar"" é um/uma Efeito, que no/na Sólido causa Ressonância.",Efeito,Vibrar,Sólido,Ressonância,08e3450f-b13e-44cf-8aae-d96bf91afec6
"O/a ""Vibrar"" é um/uma Efeito, que no/na Sólido dividido causa Ressonância.",Efeito,Vibrar,Sólido dividido,Ressonância,6fb1928c-189e-4340-b64d-64c023238d9c
"O/a ""Detectar"" é um/uma Efeito, que no/na Gás causa Ressonância de Helmholtz.",Efeito,Detectar,Gás,Ressonância de Helmholtz,a77ffad8-586a-42ad-b4bf-092f4f0e39a4
"O/a ""Vibrar"" é um/uma Efeito, que no/na Gás causa Ressonância de Helmholtz.",Efeito,Vibrar,Gás,Ressonância de Helmholtz,ef8bef66-2b99-426a-bbfd-7bf376a56492
"O/a ""Detectar"" é um/uma Aplicação, que no/na Campo causa Retroalimentação.",Aplicação,Detectar,Campo,Retroalimentação,cd770470-37c5-42f0-91fb-5b8c399fc079
"O/a ""Detectar"" é um/uma Aplicação, que no/na Gás causa Retroalimentação.",Aplicação,Detectar,Gás,Retroalimentação,b96c8dcd-2c3a-43df-bfbe-c73fdfe86ea8
"O/a ""Detectar"" é um/uma Aplicação, que no/na Líquido causa Retroalimentação.",Aplicação,Detectar,Líquido,Retroalimentação,8b5d9e8f-c240-4ea2-b2dc-8ecfcc80ab45
"O/a ""Detectar"" é um/uma Aplicação, que no/na Sólido causa Retroalimentação.",Aplicação,Detectar,Sólido,Retroalimentação,da2812da-5195-4d36-b447-abcfc3d6b5a6
"O/a ""Detectar"" é um/uma Aplicação, que no/na Sólido dividido causa Retroalimentação.",Aplicação,Detectar,Sólido dividido,Retroalimentação,a975a6fa-77b7-4695-8e4f-482db51262f4
"O/a ""Expandir"" é um/uma Aplicação, que no/na Campo causa Retroalimentação.",Aplicação,Expandir,Campo,Retroalimentação,87d3045f-893b-4380-9013-652b8f6eb721
"O/a ""Apertar"" é um/uma Aplicação, que no/na Campo causa Retrorrefletor.",Aplicação,Apertar,Campo,Retrorrefletor,ec9b7d32-7287-4044-bbad-7cf392430f07
"O/a ""Comprimir"" é um/uma Aplicação, que no/na Campo causa Retrorrefletor.",Aplicação,Comprimir,Campo,Retrorrefletor,22263a62-cd8e-4f6d-b5bc-a82424af901d
"O/a ""Concentrar"" é um/uma Aplicação, que no/na Campo causa Retrorrefletor.",Aplicação,Concentrar,Campo,Retrorrefletor,92952852-a5cb-4f3a-85e0-40260ae987db
"O/a ""Detectar"" é um/uma Aplicação, que no/na Sólido causa Retrorrefletor.",Aplicação,Detectar,Sólido,Retrorrefletor,6ddf6817-586e-47b1-b29f-7c4b7ed325b4
"O/a ""Dobrar"" é um/uma Aplicação, que no/na Campo causa Retrorrefletor.",Aplicação,Dobrar,Campo,Retrorrefletor,a9f2bcd5-da1a-4342-8f1b-9edf7f9ba0aa
"O/a ""Girar"" é um/uma Aplicação, que no/na Campo causa Retrorrefletor.",Aplicação,Girar,Campo,Retrorrefletor,5be8ecb0-d656-4457-a42b-bff912af56b5
"O/a ""Mudar de fase"" é um/uma Aplicação, que no/na Campo causa Retrorrefletor.",Aplicação,Mudar de fase,Campo,Retrorrefletor,d919968f-524b-4f22-b6c4-86df344baa66
"O/a ""Orientar"" é um/uma Aplicação, que no/na Sólido causa Retrorrefletor.",Aplicação,Orientar,Sólido,Retrorrefletor,63359a16-af20-49b0-a5f4-f07685f36f3b
"O/a ""Vibrar"" é um/uma Aplicação, que no/na Campo causa Retrorrefletor.",Aplicação,Vibrar,Campo,Retrorrefletor,5b6155d2-5045-4c6e-ae1b-bf42ebecffe3
"O/a ""Absorver"" é um/uma Efeito, que no/na Campo causa Reverberação.",Efeito,Absorver,Campo,Reverberação,3f033e35-2df3-4e91-b72d-577a956cc3b5
"O/a ""Apertar"" é um/uma Efeito, que no/na Campo causa Reverberação.",Efeito,Apertar,Campo,Reverberação,db0ca800-9d1d-4526-ac74-19c92cd39951
"O/a ""Detectar"" é um/uma Efeito, que no/na Campo causa Reverberação.",Efeito,Detectar,Campo,Reverberação,69319409-18f6-46d3-942b-d347434a0ee1
"O/a ""Diluir"" é um/uma Efeito, que no/na Campo causa Reverberação.",Efeito,Diluir,Campo,Reverberação,ec4c8c98-9c70-40dd-929b-32c09182d5c2
"O/a ""Expandir"" é um/uma Efeito, que no/na Campo causa Reverberação.",Efeito,Expandir,Campo,Reverberação,abda7973-60ae-49fa-9340-540ade0a9c7d
"O/a ""Remover"" é um/uma Efeito, que no/na Campo causa Reverberação.",Efeito,Remover,Campo,Reverberação,a11ad71f-c29b-4873-a4bf-3a7ceac55938
"O/a ""Segurar"" é um/uma Efeito, que no/na Campo causa Reverberação.",Efeito,Segurar,Campo,Reverberação,f5748370-79cb-458c-863d-df590e4ca794
"O/a ""Preservar"" é um/uma Efeito, que no/na Sólido causa Revestimento.",Efeito,Preservar,Sólido,Revestimento,6f568b64-411d-4815-9397-185de9ecf620
"O/a ""Depositar"" é um/uma Aplicação, que no/na Sólido dividido causa Revestimento.",Aplicação,Depositar,Sólido dividido,Revestimento,386b01f4-98dc-4122-8c4c-e722561fcf26
"O/a ""Expandir"" é um/uma Aplicação, que no/na Sólido causa Revestimento.",Aplicação,Expandir,Sólido,Revestimento,cb7b4998-3c9f-4349-a04c-3e901b679f93
"O/a ""Expandir"" é um/uma Aplicação, que no/na Sólido dividido causa Revestimento.",Aplicação,Expandir,Sólido dividido,Revestimento,2846b8f4-5a4c-410b-b386-5041b31ef83a
"O/a ""Juntar"" é um/uma Aplicação, que no/na Sólido dividido causa Revestimento.",Aplicação,Juntar,Sólido dividido,Revestimento,f816edae-90f9-4703-813c-b9cde9a9d5c4
"O/a ""Produzir"" é um/uma Aplicação, que no/na Sólido causa Revestimento.",Aplicação,Produzir,Sólido,Revestimento,ef87e03b-d787-47fa-943d-bf416f61425a
"O/a ""Produzir"" é um/uma Aplicação, que no/na Sólido dividido causa Revestimento.",Aplicação,Produzir,Sólido dividido,Revestimento,35d96229-f786-4fb8-851b-3a33210e2677
"O/a ""Proteger"" é um/uma Aplicação, que no/na Sólido causa Revestimento.",Aplicação,Proteger,Sólido,Revestimento,c65d3b37-abd8-41d4-8580-781e8f318fad
"O/a ""Proteger"" é um/uma Aplicação, que no/na Sólido dividido causa Revestimento.",Aplicação,Proteger,Sólido dividido,Revestimento,df711acb-f147-4a82-b0f1-872138a0821a
"O/a ""Resistir"" é um/uma Aplicação, que no/na Sólido dividido causa Revestimento.",Aplicação,Resistir,Sólido dividido,Revestimento,744cc46f-84da-4a40-b23d-8932412e4ef9
"O/a ""Acumular"" é um/uma Aplicação, que no/na Campo causa Roda.",Aplicação,Acumular,Campo,Roda,330d34a3-19ce-49a2-978a-08183be5b5a6
"O/a ""Comprimir"" é um/uma Aplicação, que no/na Sólido causa Roda.",Aplicação,Comprimir,Sólido,Roda,e7b48913-5d00-4501-b199-2a7b149dc249
"O/a ""Comprimir"" é um/uma Aplicação, que no/na Sólido dividido causa Roda.",Aplicação,Comprimir,Sólido dividido,Roda,5198b36a-509f-4c66-aa5c-1a59c1d89e54
"O/a ""Desmembrar"" é um/uma Aplicação, que no/na Sólido dividido causa Roda.",Aplicação,Desmembrar,Sólido dividido,Roda,688130a6-9864-4832-b7ad-54e2b971e1c3
"O/a ""Girar"" é um/uma Aplicação, que no/na Sólido causa Roda.",Aplicação,Girar,Sólido,Roda,45fde4b4-2373-4811-92fd-b9d6c9b86083
"O/a ""Girar"" é um/uma Aplicação, que no/na Sólido dividido causa Roda.",Aplicação,Girar,Sólido dividido,Roda,bfde98b1-9cbb-4648-a972-1705c59273c2
"O/a ""Mover"" é um/uma Aplicação, que no/na Sólido causa Roda.",Aplicação,Mover,Sólido,Roda,e96c0889-6d11-4de7-a3ef-18d1592acb33
"O/a ""Mover"" é um/uma Aplicação, que no/na Sólido dividido causa Roda.",Aplicação,Mover,Sólido dividido,Roda,b246ec54-ec8d-4d48-9301-d3f502965108
"O/a ""Orientar"" é um/uma Aplicação, que no/na Sólido causa Roda.",Aplicação,Orientar,Sólido,Roda,5520934f-c9dd-471a-9c84-ed58f33aad95
"O/a ""Orientar"" é um/uma Aplicação, que no/na Sólido dividido causa Roda.",Aplicação,Orientar,Sólido dividido,Roda,18281b0f-481a-4879-b82c-ae845a7990d4
"O/a ""Produzir"" é um/uma Aplicação, que no/na Sólido dividido causa Roda.",Aplicação,Produzir,Sólido dividido,Roda,aa612890-e98c-4617-aff5-b35815d18841
"O/a ""Vibrar"" é um/uma Aplicação, que no/na Sólido dividido causa Roda.",Aplicação,Vibrar,Sólido dividido,Roda,ebd350bf-11b5-4b6f-af94-05e685e4f166
"O/a ""Mover"" é um/uma Aplicação, que no/na Sólido causa Roda e eixo.",Aplicação,Mover,Sólido,Roda e eixo,fc2c2799-4d71-4ae1-93dd-435f08032aba
"O/a ""Mover"" é um/uma Aplicação, que no/na Sólido dividido causa Roda e eixo.",Aplicação,Mover,Sólido dividido,Roda e eixo,8fdff2a6-d98c-4a2d-9c94-18129fa4a3aa
"O/a ""Orientar"" é um/uma Aplicação, que no/na Sólido causa Roda e eixo.",Aplicação,Orientar,Sólido,Roda e eixo,53531fdf-4e60-48be-97f4-db665f0ce971
"O/a ""Vibrar"" é um/uma Aplicação, que no/na Sólido causa Roda e eixo.",Aplicação,Vibrar,Sólido,Roda e eixo,a79150c1-9202-44a3-96f5-bf2745e27f6b
"O/a ""Vibrar"" é um/uma Aplicação, que no/na Sólido dividido causa Roda e eixo.",Aplicação,Vibrar,Sólido dividido,Roda e eixo,9d7b59f8-a0c0-4894-9862-3bf8e0d25bd5
"O/a ""Apertar"" é um/uma Aplicação, que no/na Sólido causa Rolamento.",Aplicação,Apertar,Sólido,Rolamento,e64f09a2-e450-4ceb-8819-81d8e894433d
"O/a ""Girar"" é um/uma Aplicação, que no/na Sólido causa Rolamento.",Aplicação,Girar,Sólido,Rolamento,43621448-f79f-4175-b741-367e5a7a98c6
"O/a ""Comprimir"" é um/uma Aplicação, que no/na Sólido causa Rosca.",Aplicação,Comprimir,Sólido,Rosca,73624ab1-3e06-43ac-b3f6-724c130db33c
"O/a ""Comprimir"" é um/uma Aplicação, que no/na Sólido dividido causa Rosca.",Aplicação,Comprimir,Sólido dividido,Rosca,6500c945-3a02-44a5-8826-bab68e0cb704
"O/a ""Concentrar"" é um/uma Aplicação, que no/na Sólido causa Rosca.",Aplicação,Concentrar,Sólido,Rosca,56b0b3fc-a7f7-4132-b617-fd74578491ef
"O/a ""Concentrar"" é um/uma Aplicação, que no/na Sólido dividido causa Rosca.",Aplicação,Concentrar,Sólido dividido,Rosca,73663bac-8153-4ddf-bdd0-4503a0e41197
"O/a ""Detectar"" é um/uma Aplicação, que no/na Sólido dividido causa Rosca.",Aplicação,Detectar,Sólido dividido,Rosca,e54a23ff-a1c6-4e36-8823-53a439c9e0b1
"O/a ""Expandir"" é um/uma Aplicação, que no/na Sólido dividido causa Rosca.",Aplicação,Expandir,Sólido dividido,Rosca,ec83b130-b9d4-42ec-891c-bc74e9951fae
"O/a ""Extrair"" é um/uma Aplicação, que no/na Sólido dividido causa Rosca.",Aplicação,Extrair,Sólido dividido,Rosca,a67bf519-6193-47ae-bad4-c36eb1a73ee6
"O/a ""Girar"" é um/uma Aplicação, que no/na Gás causa Rosca.",Aplicação,Girar,Gás,Rosca,397f67b0-7957-43bd-8046-8e3f86f3c098
"O/a ""Girar"" é um/uma Aplicação, que no/na Líquido causa Rosca.",Aplicação,Girar,Líquido,Rosca,540d1f27-4b33-457f-b438-7271315f11b2
"O/a ""Girar"" é um/uma Aplicação, que no/na Sólido causa Rosca.",Aplicação,Girar,Sólido,Rosca,a220b573-528a-4da5-9bd6-352a8420288b
"O/a ""Girar"" é um/uma Aplicação, que no/na Sólido dividido causa Rosca.",Aplicação,Girar,Sólido dividido,Rosca,265c2f73-7298-4b76-bea1-30ab93540eeb
"O/a ""Juntar"" é um/uma Aplicação, que no/na Sólido causa Rosca.",Aplicação,Juntar,Sólido,Rosca,d0ff34b6-cb34-44f7-998f-b51e7c863402
"O/a ""Misturar"" é um/uma Aplicação, que no/na Líquido causa Rosca.",Aplicação,Misturar,Líquido,Rosca,40955ae6-69b5-472f-8fa0-3d4ff789efb7
"O/a ""Misturar"" é um/uma Aplicação, que no/na Sólido dividido causa Rosca.",Aplicação,Misturar,Sólido dividido,Rosca,68f4a10d-5f87-41f7-ba56-cab040badd5e
"O/a ""Mover"" é um/uma Aplicação, que no/na Gás causa Rosca.",Aplicação,Mover,Gás,Rosca,7f76a196-8532-4785-b6ec-f29f674a4a56
"O/a ""Mover"" é um/uma Aplicação, que no/na Líquido causa Rosca.",Aplicação,Mover,Líquido,Rosca,bdc6741c-ba01-4b2b-a09a-318221e63078
"O/a ""Mover"" é um/uma Aplicação, que no/na Sólido causa Rosca.",Aplicação,Mover,Sólido,Rosca,227016d7-8480-4963-8598-467f3b175a9d
"O/a ""Mover"" é um/uma Aplicação, que no/na Sólido dividido causa Rosca.",Aplicação,Mover,Sólido dividido,Rosca,fab6b1f4-1f48-4113-9e38-745f0c43a799
"O/a ""Orientar"" é um/uma Aplicação, que no/na Sólido causa Rosca.",Aplicação,Orientar,Sólido,Rosca,0e3a1766-d62c-4f0c-a183-eef7db03412d
"O/a ""Orientar"" é um/uma Aplicação, que no/na Sólido dividido causa Rosca.",Aplicação,Orientar,Sólido dividido,Rosca,425996d9-8fd5-4c9f-bc22-9adc3d5661ba
"O/a ""Produzir"" é um/uma Aplicação, que no/na Sólido dividido causa Rosca.",Aplicação,Produzir,Sólido dividido,Rosca,10fb206f-f4df-49e8-9030-18416ebf0cda
"O/a ""Remover"" é um/uma Aplicação, que no/na Sólido dividido causa Rosca.",Aplicação,Remover,Sólido dividido,Rosca,c62be94f-d153-4221-916b-10219486cb77
"O/a ""Segurar"" é um/uma Aplicação, que no/na Sólido causa Rosca.",Aplicação,Segurar,Sólido,Rosca,18c7bb29-ff43-4039-99cb-9aed258ecb2e
"O/a ""Separar"" é um/uma Aplicação, que no/na Sólido causa Rosca.",Aplicação,Separar,Sólido,Rosca,65396dd0-b428-4803-96a9-9f2871e3cdf6
"O/a ""Separar"" é um/uma Aplicação, que no/na Sólido dividido causa Rosca.",Aplicação,Separar,Sólido dividido,Rosca,e02d2bd2-1f5b-47ce-914a-c11dd63d3ee6
"O/a ""Vibrar"" é um/uma Aplicação, que no/na Gás causa Rosca.",Aplicação,Vibrar,Gás,Rosca,99eaf147-f0c5-4281-9518-dd2280d4b517
"O/a ""Vibrar"" é um/uma Aplicação, que no/na Líquido causa Rosca.",Aplicação,Vibrar,Líquido,Rosca,208cf562-a333-48ab-af5a-cc668c10a485
"O/a ""Vibrar"" é um/uma Aplicação, que no/na Sólido causa Rosca.",Aplicação,Vibrar,Sólido,Rosca,976a6732-0ef0-47af-8981-b9f8a9dd7bc4
"O/a ""Vibrar"" é um/uma Aplicação, que no/na Sólido dividido causa Rosca.",Aplicação,Vibrar,Sólido dividido,Rosca,fc73bcf2-ae89-440b-92c7-c64ae3a078fb
"O/a ""Absorver"" é um/uma Efeito, que no/na Campo causa Saturação (magnetismo).",Efeito,Absorver,Campo,Saturação (magnetismo),3bd5cf1e-55cd-4d3d-9c8f-bb43d67038ba
"O/a ""Apertar"" é um/uma Efeito, que no/na Campo causa Saturação (magnetismo).",Efeito,Apertar,Campo,Saturação (magnetismo),c7a9e93e-847a-497c-bc90-1745106c4299
"O/a ""Limpar"" é um/uma Efeito, que no/na Campo causa Saturação (magnetismo).",Efeito,Limpar,Campo,Saturação (magnetismo),f470893b-24af-4a43-867f-53a0fe6c470f
"O/a ""Proteger"" é um/uma Efeito, que no/na Sólido causa Saturação (magnetismo).",Efeito,Proteger,Sólido,Saturação (magnetismo),895d7073-1047-443f-88a4-f0846749aa23
"O/a ""Resistir"" é um/uma Efeito, que no/na Campo causa Saturação (magnetismo).",Efeito,Resistir,Campo,Saturação (magnetismo),159d85b6-47bd-42cc-96b0-e25a070e992a
"O/a ""Evaporar"" é um/uma Aplicação, que no/na Líquido causa Secagem supercrítica.",Aplicação,Evaporar,Líquido,Secagem supercrítica,f2de9c4a-c5c0-497d-b380-acda34c9d8fd
"O/a ""Extrair"" é um/uma Aplicação, que no/na Líquido causa Secagem supercrítica.",Aplicação,Extrair,Líquido,Secagem supercrítica,b1698e29-b6ab-4105-9550-a9ebeba117fd
"O/a ""Mover"" é um/uma Aplicação, que no/na Líquido causa Secagem supercrítica.",Aplicação,Mover,Líquido,Secagem supercrítica,c1976b63-2b7f-409f-834a-a87b5ea3b837
"O/a ""Mudar de fase"" é um/uma Aplicação, que no/na Líquido causa Secagem supercrítica.",Aplicação,Mudar de fase,Líquido,Secagem supercrítica,ca7e2a7a-5400-4129-808d-4548a35c8f8a
"O/a ""Produzir"" é um/uma Aplicação, que no/na Gás causa Secagem supercrítica.",Aplicação,Produzir,Gás,Secagem supercrítica,9559d404-0b51-4199-94df-6d58fa7ae987
"O/a ""Remover"" é um/uma Aplicação, que no/na Líquido causa Secagem supercrítica.",Aplicação,Remover,Líquido,Secagem supercrítica,aa8eaefa-1412-4656-bef5-f5ef00dc2736
"O/a ""Secar"" é um/uma Aplicação, que no/na Sólido causa Secagem supercrítica.",Aplicação,Secar,Sólido,Secagem supercrítica,c6f5c513-18a1-4b04-89d9-72faa5e19ba2
"O/a ""Secar"" é um/uma Aplicação, que no/na Sólido dividido causa Secagem supercrítica.",Aplicação,Secar,Sólido dividido,Secagem supercrítica,b5bac658-9e0e-42d4-bcdc-5c35a1884380
"O/a ""Separar"" é um/uma Aplicação, que no/na Líquido causa Secagem supercrítica.",Aplicação,Separar,Líquido,Secagem supercrítica,a12d7da7-d1df-493d-806a-ccc26670688c
"O/a ""Acumular"" é um/uma Efeito, que no/na Sólido causa Sedimentação.",Efeito,Acumular,Sólido,Sedimentação,32178e80-ecea-4673-a943-ddea2d274d81
"O/a ""Acumular"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Acumular,Sólido dividido,Sedimentação,66a3a9c2-b0be-4144-830c-28557f4ac8f0
"O/a ""Apertar"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Apertar,Sólido dividido,Sedimentação,fa3a2c0d-54ba-4c21-b5a0-f8c37564aa10
"O/a ""Comprimir"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Comprimir,Sólido dividido,Sedimentação,081638df-8289-43e0-8320-85947f7e049e
"O/a ""Concentrar"" é um/uma Efeito, que no/na Sólido causa Sedimentação.",Efeito,Concentrar,Sólido,Sedimentação,abeceb72-23c2-4ff3-b8dd-53fdde352edb
"O/a ""Concentrar"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Concentrar,Sólido dividido,Sedimentação,261cea23-e8a2-4aae-a8ba-fd89e1c19e4e
"O/a ""Depositar"" é um/uma Efeito, que no/na Sólido causa Sedimentação.",Efeito,Depositar,Sólido,Sedimentação,d30dca85-fed3-4521-a9db-7b55e1b6beb0
"O/a ""Depositar"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Depositar,Sólido dividido,Sedimentação,85075544-4edb-48a7-92d5-94e0df682145
"O/a ""Detectar"" é um/uma Efeito, que no/na Sólido causa Sedimentação.",Efeito,Detectar,Sólido,Sedimentação,3b4943e0-e01a-42d8-8fb6-ed9dfd340970
"O/a ""Detectar"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Detectar,Sólido dividido,Sedimentação,58246ec9-1145-4710-8594-644118569f57
"O/a ""Extrair"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Extrair,Sólido dividido,Sedimentação,0b86e2d5-5bf3-43f8-8ecb-859638c0c7a1
"O/a ""Juntar"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Juntar,Sólido dividido,Sedimentação,47f497f6-a14a-41f0-b1a2-b2bda2caff96
"O/a ""Limpar"" é um/uma Efeito, que no/na Líquido causa Sedimentação.",Efeito,Limpar,Líquido,Sedimentação,7e7d50f2-791d-4068-aa36-21577f28335a
"O/a ""Limpar"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Limpar,Sólido dividido,Sedimentação,ea038ca6-2fb1-4ef2-a2bb-6e3490dcbebc
"O/a ""Mover"" é um/uma Efeito, que no/na Sólido causa Sedimentação.",Efeito,Mover,Sólido,Sedimentação,360ead1b-92d0-4d3a-b59c-3eb11ace074b
"O/a ""Mover"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Mover,Sólido dividido,Sedimentação,a02d3959-7d32-4b9d-8ad9-07df9c0249f0
"O/a ""Proteger"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Proteger,Sólido dividido,Sedimentação,0aa7a57c-317e-46cd-95e2-5473bd40611c
"O/a ""Purificar"" é um/uma Efeito, que no/na Líquido causa Sedimentação.",Efeito,Purificar,Líquido,Sedimentação,db00caa6-6bdc-419f-8757-574888f7ccd8
"O/a ""Remover"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Remover,Sólido dividido,Sedimentação,9c9cc8f5-1514-4a5b-9413-fddbb7b160ac
"O/a ""Segurar"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Segurar,Sólido dividido,Sedimentação,eded9cba-1940-41e4-8f7f-d54d431afc08
"O/a ""Separar"" é um/uma Efeito, que no/na Sólido causa Sedimentação.",Efeito,Separar,Sólido,Sedimentação,c8054aa8-f6f6-4f66-9460-1ab1755dca2b
"O/a ""Separar"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Separar,Sólido dividido,Sedimentação,ad1fbe65-1bc8-4155-b244-49e3988346c3
"O/a ""Acumular"" é um/uma Efeito, que no/na Sólido causa Sedimentação.",Efeito,Acumular,Sólido,Sedimentação,fa90253a-422d-451a-8b93-feed40a5f13b
"O/a ""Acumular"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Acumular,Sólido dividido,Sedimentação,cde5e8b0-4a84-4d0a-a76b-0955afee4c92
"O/a ""Apertar"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Apertar,Sólido dividido,Sedimentação,9539c916-6b6b-461d-bfc3-71a23e45a27f
"O/a ""Comprimir"" é um/uma Efeito, que no/na Sólido causa Sedimentação.",Efeito,Comprimir,Sólido,Sedimentação,e61b94cf-593e-4782-a2e0-54dc109472fd
"O/a ""Comprimir"" é um/uma Efeito, que no/na Sólido dividido causa Sedimentação.",Efeito,Comprimir,Sólido dividido,Sedimentação,c35042f3-e2b2-428b-a4cc-dc76aecdb93d
