id_pedido,data_deposito,titulo,ipc,url,resumo,classifica_ipc,titulo_english,match_top_10_title,kind_effect,task,object,physical_effect,derived_from,titulo_lemmatized,match_top_10_vec_distance_tasks
BR 11 2021 017422 2,08/01/2020,"ESTRUTURA DE PREVENÇÃO DE SEPARAÇÃO DE UM MEMBRO DE TUBO DE AÇO PREENCHIDO COM CONCRETO E UM BLOCO DORMENTE DE UMA VIA SEM LASTRO, DORMENTE DE TUBO DE AÇO PREENCHIDO COM CONCRETO DE UMA VIA SEM LASTRO E MÉTODO DE CONSTRUÇÃO PARA O DORMENTE DE TUBO DE AÇO PREENCHIDO COM CONCRETO DA VIA SEM LASTRO",E01B 3/38,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1625471&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". É revelada uma estrutura antisseparação para um membro de tubo de aço preenchido com concreto e um bloco dormente de uma via sem lastro. A estrutura antisseparação é usada em um membro de tubo de aço dormente preenchido com concreto de uma via sem lastro, e o membro de tudo de aço dormente preenchido com concreto compreende dois ou mais blocos dormentes (1), e uma pluralidade de tubos de aço preenchidos com concreto (2) que conectam os blocos dormentes (1), em que os tubos preenchidos com concreto (2) são formados despejando-se concreto em tubos de aço ocos; os tubos de aço ocos têm porções (3) com uma largura radial expandida nas extremidades dos mesmos embutidos nos blocos dormentes (1) o alcance do comprimento menor que 50 mm; e durante o processo de despejo dos tubos de aço ocos, as porções (3) com uma largura radial expandida também são preenchidas com concreto e despejadas nos blocos dormentes (1) durante um processo de despejo dos blocos dormentes (1) de modo que os mesmos estejam integrados. Uma extremidade de um tubo de aço preenchido com concreto formado sofre com alargamento, e sob a ação de uma carga externa, um membro de tubo de aço preenchido com concreto não pode ser removido e separado; e o alargamento é muito benéfico para uma operação de pulverização e o espalhamento de argamassa pulverizada.",  E01B 3/38 ;  E01B 3/40,"Structure for the prevention of the separation of a member of the output tube filled with concrete and a sleeping block of a way without a laster, output tube filled with concrete of a way without a laster and construction method for the output tube filled with concrete of the way without a laster","{'Move', 'Break Down', 'Cool'}",,Prevenir separação,Membro de tubo de aço preenchido com concreto,Integração mecânica,"O/a ""Segurar"" atua no/na Sólido dividido para produzir um/uma Ranhura (engenharia civil).",estrutura prevencao separacao membro tubo aco preenchido concreto bloco dormente via lastro dormente tubo aco preenchido concreto via lastro metodo construcao dormente tubo aco preenchido concreto via lastro,{'prevenir'}
BR 11 2021 014406 4,21/01/2020,DERIVADOS DE TIAZOLOPIRIDINA COMO ANTAGONISTAS DE RECEPTOR DE ADENOSINA,C07D 513/04,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619900&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se aos derivados de tiazolopiridina que se incluem sob a fórmula geral I e ao uso dos compostos da presente invenção para o tratamento e/ou prevenção de doenças e distúrbios hiperproliferativos ou infecciosos em mamíferos, especialmente humanos, e composições farmacêuticas contendo tais compostos.",  C07D 513/04 ;  C07D 519/00 ;  A61P 35/00 ;  A61K 31/437,Tyazolopiridine Derivates as Adenosine Receptor Antagonists,"{'Produce', 'Freeze', 'Deposit', 'Remove', 'Break Down', 'Change Phase', 'Accumulate', 'Melt', 'Absorb', 'Join'}",,Inibir,Receptor de adenosina,Bloqueio da sinalização celular,"O/a ""Desmembrar"" atua no/na Líquido para produzir um/uma Tensioativo.",derivado tiazolopiridina antagonista receptor adenosina,{'extrair'}
BR 11 2022 006149 8,17/01/2020,ARTIGOS PARA TRANSFERÊNCIA INDIRETA DE COMPOSTOS ATIVOS COSMÉTICOS PARA PELE,A61K 8/11,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1652461&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,. É sugerido um artigo multiuso não descartável que é impregnado ou revestido com um aditivo de cuidado e é capaz de transferir o dito aditivo de cuidado de sua superfície para a pele humana.,  A61K 8/11 ;  A61K 8/34 ;  A61Q 19/00,Articles for indirect translation of cosmetic active compounds for skin,"{'Remove', 'Break Down', 'Change Phase', 'Removes', 'Dry', 'Clean'}",,Transferir,Aditivo cosmético,Adsorção,"O/a ""Absorver"" atua no/na Sólido dividido para produzir um/uma Creme .",artigo transferencia indireto composto ativo cosmetico pele,"{'preservar', 'incorporar'}"
BR 11 2021 014833 7,28/01/2020,ANTICORPOS E RECEPTORES ANTIGÊNICOS QUIMÉRICOS ESPECÍFICOS PARA RECEPTOR ÓRFÃO 1 DE TIPO TIROSINA QUINASE DE RECEPTOR (ROR1),A61K 39/395,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1620692&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se a moléculas de ligação ao receptor órfão 1 (ROR1) de tipo tirosina quinase de receptor, em particular anticorpos humanos específicos para ROR1, incluindo fragmentos de anticorpos. A presente invenção refere-se ainda a receptores recombinantes, incluindo receptores antigênicos quiméricos (CARs), que contêm tais anticorpos ou fragmentos, e polinucleotídeos que codificam os anticorpos, fragmentos de ligação a antígeno ou receptores específicos para ROR1. A invenção refere-se ainda a células geneticamente modificadas que contêm tais proteínas e receptores de ligação à proteína ROR1 e métodos relacionados e usos dos mesmos em terapia celular adotiva.",  A61K 39/395 ;  A61P 35/00 ;  C07K 16/28 ;  C07K 16/30 ;  A61K 39/00,Antibodies and chemical antigen receptors specific to orphane receptor type 1 of thyrosine quinase receptor (ROR1),"{'Move', 'Break Down', 'Expand', 'Change Phase', 'Separate', 'Hold', 'Join', 'Protect'}",,Reconhecer,Proteína ROR1,Ligação antígeno-anticorpo,O/a Inibir atua no/na Receptor de adenosina para produzir um/uma Bloqueio da sinalização celular.,anticorpo receptor antigenico quimerico especifico receptor orfao 1 tirosina quinase receptor ror1,{'detectar'}
BR 10 2020 001390 4,22/01/2020,ARRANJO DE FILTRO DE TUBO DE SUCÇÃO E SISTEMA DE TANQUE DE FLUIDO,B01D 29/60,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1547836&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"ARRANJO DE FILTRO DO TUBO DE SUCÇÃO E SISTEMA DE TANQUE DE FLUIDO PARA UM TANQUE DE FLUIDO. A invenção refere-se a um arranjo de filtro do tubo de sucção (1) para um tanque de fluido (55), em particular para um tanque de fluido (55) contendo solução de ureia (57). A fim de melhorar um arranjo de filtro do tubo de sucção e para reduzir os custos, o arranjo (1) de acordo com a invenção compreende pelo menos um tubo de sucção (3) que define uma direção do tubo de sucção (S) e pelo menos um elemento de filtro (5), em que o tubo de sucção (3) é disposto pelo menos parcialmente dentro do elemento de filtro (5) e em que o elemento de filtro (5) se estende ao longo da direção do tubo de sucção (S). Devido ao arranjo (1) de acordo com a invenção, a sucção de bolhas de ar no tubo de sucção (3) pode ser reduzida ou mesmo evitada.",  B01D 29/60 ;  B01D 35/02 ;  B01D 35/027 ;  B01D 35/18,Suction Tube Filter Range and Fluid Tank System,"{'Produce', 'Remove', 'Break Down', 'Prevents', 'Change Phase', 'Separate', 'Heat', 'Dry'}",,Filtrar,Solução de ureia,Separação de partículas sólidas,"O/a ""Absorver"" atua no/na Líquido para produzir um/uma Filtração.",arranjo filtro tubo succao tanque fluido,{'remover'}
BR 10 2020 003483 9,19/02/2020,IMPLANTES SUBCUTÂNEOS PARA LIBERAÇÃO LENTA E CONTROLADA DE ATIVOS.,A61K 38/39,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1559596&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"A presente invenção se refere a implantes subcutâneos compreendidos pela associação de agentes ativos a um dos tipos de colágeno conhecidos, ou ainda a outras substâncias existentes no tecido celular subcutâneo, tais como elastina, gordura saturada, peptídeos de colágeno, ácido hialurônico ou ácidos graxos, desenvolvidos com o intuito de proporcionar uma liberação mais prolongada de um princípio ativo bioquímico, com taxas de degradação constantes e homogêneas a serem liberadas no interstício de animais domesticados ou seres humanos, apresentando baixos riscos de rejeição pelo organismo. A presente invenção resolve problemas presentes no atual estado da técnica relacionados a: tempo de degradação; necessidade de remoção/substituição dos implantes; alto índice de rejeição e degradação irregular do agente ativo.",  A61K 38/39 ;  A61K 47/36 ;  A61K 47/44 ;  A61K 38/16 ;  A61K 38/01 ;  A61K 9/00,Subcutaneous implants for slow and controlled release of assets.,"{'Move', 'Break Down', 'Change Phase', 'Cool', 'Separate', 'Freeze'}",,Liberar,Princípio ativo,Difusão controlada,"O/a ""Desmembrar"" atua no/na Líquido para produzir um/uma Tensioativo.",implante subcutaneo liberacao lento controlar ativo,{'segurar'}
BR 11 2021 016810 9,26/02/2020,"SISTEMA DE ISOLAMENTO ELÉTRICO COM BAIXO IMPACTO AMBIENTAL E SEU USO, MÉTODO PARA ISOLAMENTO ELÉTRICO E COMUTADOR ELÉTRICO",H01B 3/56,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624474&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Trata-se de um sistema de isolamento elétrico com baixo impacto ambiental para comutador elétrico de média e alta tensão. A invenção refere-se a um sistema de isolamento elétrico que compreende dois elementos fundamentais: a) um meio gasoso formado por uma mistura de i) uma ou mais hidrofluoroolefinas não inflamáveis com pelo menos 4 átomos de carbono e ii) um, dois ou três gases carreadores selecionados a partir de N2, O2, ar seco, hélio, CO2 ou misturas dos mesmos; e b) um ou mais agentes secantes.",  H01B 3/56 ;  H01H 33/22 ;  H02B 13/055,"Electric Isolation System with Low Environmental Impact and Its Use, Electric Isolation Method and Electric Conductor","{'Break Down', 'Expand', 'Change Phase', 'Separate', 'Heat'}",,Isolar,Comutador elétrico,Isolamento elétrico,"O/a ""Comprimir"" atua no/na Gás para produzir um/uma Eletroímã.",isolamento eletrico impacto ambiental uso metodo isolamento eletrico comutador eletrico,{'preservar'}
BR 20 2020 003087 1,13/02/2020,MODIFICAÇÃO ESTRUTURAL EM VEÍCULO PARA RECEBIMENTO DO SISTEMA DE TRAÇÃO 4X4,B60K 23/08,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1557178&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"MODIFICAÇÃO ESTRUTURAL EM VEÍCULO PARA RECEBIMENTO DO SISTEMA DE TRAÇÃO 4x4. Fundamenta-se na modificação feita no suporte integral ou quadro agregado à suspensão, que se baseia na extensão da altura entre motor e o quadro da suspensão. Desta forma, a estrutura modificada permite o recebimento da Caixa de Transferência (objeto da patente anterior nº. MU 8903101-6), a qual liga os cardans (dianteiro ou traseiro) ao segundo diferencial, além dos semieixos (dianteiros ou traseiros), para acionar o tracionamento das rodas (dianteiras ou traseiras) de veículos 4x2, originalmente com tração única.",  B60K 23/08 ;  B60K 17/34,Structural modification in vehicle for receipt of the 4x4 traction system,"{'Deposit', 'Move', 'Break Down', 'Change Phase', 'Separate', 'Hold'}",,Modificar,Estrutura veicular,Acomodação de sistema de tração,"O/a ""Desmembrar"" atua no/na Sólido para produzir um/uma Eixo (mecânica).",modificacao estrutural veiculo recebimento tracao 4x4,"{'extrair', 'apertar', 'detectar', 'concentrar', 'expandir', 'diluir', 'depositar'}"
BR 10 2020 000748 3,13/01/2020,MÉTODO PARA PRODUÇÃO DE PARTÍCULAS DE CARBONO NANOESTRUTURADO ATRAVÉS DE REAÇÕES NO ESTADO SÓLIDO ENTRE MATERIAIS INORGÂNICOS PARTICULADOS,C01B 32/20,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1544108&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se as técnicas específicas para a produção de partículas de carbono nanoestruturado a partir da reação no estado sólido entre materiais particulados e mediante a aplicação de ciclos térmicos controlados. Esses materiais particulados compreendem: um ou mais precursores inorgânicos de carbono do tipo carbonetos, mistura de carbonetos ou carbonitretos, e podendo compreender também materiais de sacrifício na forma de elementos ou compostos inorgânicos. A reação entre os materiais envolvidos leva a dissociação dos materiais precursores de carbono com precipitação da fase de carbono e de um ou mais subprodutos. As partículas de carbono nanoestruturado obtidas por essa rota apresentam qualidades superiores em relação ao grafite convencional, principalmente a capacidade de fornecer baixos coeficientes de atrito (µk<0,1). Além disso, podem ser micro ou nanoporosas e apresentar na sua estrutura alótropos do carbono como, por exemplo, grafeno, grafite turbostrático, nanocebolas e fulerenos. A invenção aqui proposta abrange as referidas composições químicas para a obtenção de grafite, os processos específicos para a obtenção de carbono nanoestruturado através de reações no estado sólido e, ainda, os processos de separação das partículas de grafite e dos subprodutos da reação.",  C01B 32/20 ;  C01B 32/205 ;  C01B 32/215 ;  C01B 32/184 ;  C01B 32/16 ;  C01B 32/18 ;  C01B 32/182 ;  C01B 32/196,Method for the production of nanostructurated carbon particles through reactions in the solide state between inorganic particles,"{'Produce', 'Move', 'Break Down', 'Change Phase', 'Hold'}",,Acumular,Líquido,Nanotubo de carbono,,metodo producao particula carbono nanoestruturar reacao solido material inorganico particular,{'produzir'}
BR 10 2020 002875 8,11/02/2020,PROCESSO DE OBTENÇÃO DE AGUARDENTE A PARTIR DE MANDIOCA AÇUCARADA - MANDIOCABA,C12H 6/02,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1555949&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"PROCESSO DE OBTENÇÃO DE AGUARDENTE A PARTIR DE MANDIOCA AÇUCARADA – MANDIOCABA. A mandiocaba é uma variedade da mandioca caracterizada por armazenar em suas raízes açucares livres ao invés de amidos, justificando o nome comum “mandioca açucarada”. A presente invenção trata de um processo para obtenção de aguardente utilizando o caldo da mandioca açucarada (mandiocaba) como matéria-prima, obtida pelo processamento do caldo de mandioca açucarada (Manihot esculenta), com aplicação na área de produção de bebidas alcoólicas destiladas, visando a obtenção de um produto diferenciado do que já existe nos mercados, caracterizado por apresentar as seguintes etapas: extração do caldo da mandioca açucarada - mandiocaba; fermentação alcoólica com adição de leveduras e destilação. Os processos de fermentação e destilação do caldo da mandiocaba são equivalentes ao da cana-de-açúcar, utilizando os mesmos equipamentos.",  C12H 6/02,The process of obtaining a sugar from MANDIOCABA - MANDIOCABA,"{'Produce', 'Move', 'Break Down', 'Change Phase', 'Separate', 'Hold', 'Dry', 'Extract'}",,Fermentar,Caldo de mandioca açucarada,Transformação de açúcares em etanol,"O/a ""Desmembrar"" atua no/na Líquido para produzir um/uma Fermentação.",processo obtencao aguardente mandioca acucarar Mandiocaba,{'purificar'}
BR 20 2020 002711 0,07/02/2020,BRAÇO TRASEIRO ARTICULADO MULTIFUNCIONAL,E02F 3/34,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1554728&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"Braço Traseiro Articulado Multifuncional. É um instrumento que acoplado ao terceiro ponto de um trator agrícola convencional, por ser articulado, permite elevar produtos a granel a uma altura mínima de 3,00 m é acionado pelo comando hidráulico do próprio trator que aciona o cilindro, para elevar a ferramenta instalada em sua extremidade a uma altura suficiente para descarregar e ao acionar o cilindro, a ferramenta se movimenta para a posição carregar ou descarregar. A ferramenta mantem-se sempre nivelada independente da posição que se encontra o braço articulado, pelo sistema de nivelamento e é facilmente trocada pelo dispositivo de troca rápida de ferramenta.",  E02F 3/34,MULTIFUNCTIONAL MULTIFUNCTIONAL ARTICLE,"{'Produce', 'Freeze', 'Deposit', 'Remove', 'Break Down', 'Change Phase', 'Accumulate', 'Melt', 'Absorb', 'Join'}",,Elevar,Produto a granel,Movimentação mecânica,"O/a ""Mover"" atua no/na Líquido para produzir um/uma Carneiro hidráulico.",braco traseiro articular multifuncional,{'concentrar'}
BR 10 2020 003038 8,13/02/2020,CONJUNTO DE RETRATOR DE PRÉ-TENSIONAMENTO DE CINTO DE SEGURANÇA,B60R 22/46,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1557132&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção se refere a um conjunto de retrator de pré-tensionamento de cinto de segurança para uso em um veículo. O conjunto de retrator de pré-tensionamento de cinto de segurança inclui um compartimento adaptado para ser montado em uma armação e que tem uma cavidade interna, um tubo pré-tensionador que tem um formato arqueado e curvo, uma roda dentada montada de forma giratória no compartimento e acoplada de modo fixo a um fuso, uma haste de polímero disposta dentro do tubo e uma placa de guia que tem uma porção de guia e uma guia de haste. A haste de polímero sai do tubo ao longo de um perímetro da roda dentada, e em direção a uma superfície de contato arqueada da porção de guia. Além disso, a guia de haste é configurada para evitar que a haste de polímero seja capturada antes de se engatar à roda dentada ou após o pré-tensionamento.",  B60R 22/46,Safety belt pre-tension retractor,"{'Move', 'Break Down', 'Prevents', 'Change Phase', 'Heat', 'Hold', 'Bend', 'Protect'}",,Pré-tensionar,Cinto de segurança,Aumento da tensão,"O/a ""Segurar"" atua no/na Campo para produzir um/uma Ratchet.",conjunto retrator pretensionamento cinto seguranca,"{'produzir', 'incorporar'}"
BR 11 2021 016021 3,12/02/2020,MÉTODO DE MEDIÇÃO DE SINAL E APARELHO DE COMUNICAÇÃO,H04W 24/08,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1623046&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Este pedido fornece um método de medição de sinal e um aparelho de comunicação, para medir um ângulo de partida de enlace descendente DAOD de forma mais precisa. O método inclui: receber informações de configuração de recurso, em que as informações de configuração de recurso incluem informações de configuração de um primeiro conjunto de sinais de referência, o primeiro conjunto de sinais de referência inclui M sinais de referência, N sinais de referência nos M sinais de referência são sinais de referência de referência, M é maior que 1, e N é maior que ou igual a 1; receber os M sinais de referência; determinar N primeiras trajetórias correspondentes aos N sinais de referência de referência, e determinar separadamente M*N potências recebidas dos M sinais de referência nas N primeiras trajetórias; e reportar um resultado de medição, em que o resultado de medição inclui K*N potências recebidas em M*N potências recebidas, K=M, e a primeira trajetória é uma dentre uma pluralidade de trajetórias correspondentes a um sinal de referência de referência. Na solução fornecida neste pedido, potências de uma pluralidade de sinais de referência em uma primeira trajetória são medidas, de modo que um ângulo de partida de enlace descendente seja realimentado de forma mais precisa. Isto torna um resultado de posicionamento final mais preciso.",  H04W 24/08,Method of Signal and Communication Apparatus,"{'Break Down', 'Change Phase', 'Separate', 'Detect', 'Protect'}",,Medir,Sinal de referência,Variação da potência do sinal,"O/a ""Detectar"" atua no/na Campo para produzir um/uma Difração.",metodo medicao sinal aparelho comunicacao,{'comprimir'}
BR 12 2021 002606 8,30/01/2020,"CABEÇALHO COM MOVIMENTAÇÃO VERTICAL PARA EQUIPAMENTO AGRÍCOLA, E EQUIPAMENTO AGRÍCOLA",A01B 73/04,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1603232&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se a um cabeçalho (300) com movimentação vertical para equipamento agrícola que compreende um mecanismo de movimentação vertical (400) dotado de um conjunto de seções verticais (410, 411) associadas entre si, o conjunto de seções verticais (410, 411) sendo sequencialmente dispostas uma no interior da outra, cada seção vertical (410, 411) sendo dotada de movimento longitudinal em relação à outra.",  A01B 73/04,"Head with Vertical Movement for Agricultural Equipment, and Agricultural Equipment","{'Move', 'Break Down', 'Change Phase', 'Separate', 'Hold', 'Rotate'}",,Movimentar,Cabeçalho de equipamento agrícola,Translação linear,O/a Elevar atua no/na Produto a granel para produzir um/uma Movimentação mecânica.,cabecalho movimentacao vertical equipamento agricola equipamento agricola,{'comprimir'}
BR 11 2021 016539 8,30/01/2020,TINTAS DE SEGURANÇA RADICALMENTE CURÁVEIS POR RADIAÇÃO UV-VIS,B42D 25/373,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624002&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção se refere ao campo das tintas de segurança adequadas para imprimir recursos de segurança em substratos, em particular em documentos ou artigos de segurança, bem como recursos de segurança produzidos a partir das ditas tintas de segurança e documentos de segurança que compreendem um recurso de segurança produzido a partir das ditas tintas de segurança. Em particular, a invenção fornece tintas de segurança radicalmente curáveis por radiação UV-Vis que compreendem um veículo de tinta e pigmentos que compreendem um substrato não metálico ou metálico em formato de floco que compreende uma ou mais camadas de revestimento pelo menos parcial, uma camada de tratamento de superfície pelo menos parcial produzida a partir de um ou mais modificadores de superfície selecionados a partir de compostos de flúor.",  B42D 25/373 ;  B42D 25/387 ;  B42D 25/23 ;  B42D 25/29 ;  B42D 25/40 ;  C09D 11/037 ;  C09C 1/00,Radially Curable UV-VIS Radiation Safety Tints,"{'Produce', 'Freeze', 'Deposit', 'Remove', 'Break Down', 'Change Phase', 'Accumulate', 'Melt', 'Absorb', 'Join'}",,Curar,Tinta de segurança,Polimerização induzida por radiação UV-Vis,"O/a ""Segurar"" atua no/na Campo para produzir um/uma Fotoluminescência.",tinta seguranca radicalmente curavel radiacao uvvis,{'segurar'}
BR 11 2021 016990 3,28/02/2020,COMPOSIÇÃO DE IMERSÃO AQUOSA,D06M 15/693,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624822&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se a uma composição de imersão aquosa para revestir um material de reforço têxtil, compreendendo 4% a 50% em peso seco de pelo menos um látex de borracha, 0,1% a 4,5% em peso seco de pelo menos um isocianato bloqueado, 0,02% a 20% em peso seco de pelo menos um enchimento, 0,2% a 4% em peso seco de pelo menos um composto contendo grupo epóxi, e 0,1% a 2% em peso seco de pelo menos um polímero com grupos funcionais de ácido carboxílico, em que as quantidades em % em peso seco são com base no peso total da composição de imersão aquosa, e em que a composição é essencialmente livre de resorcinol, pré-condensados de resorcinol, formaldeído e substâncias de liberação de formaldeído. A presente invenção ainda refere-se ao uso de tal composição, a um processo para revestir um material de reforço têxtil com essa composição, a um material de reforço têxtil revestido e um respectivo artigo elastomérico compreendendo o material de reforço têxtil revestido.",  D06M 15/693 ;  D06M 11/44 ;  D06M 11/45 ;  D06M 11/46 ;  D06M 11/74 ;  D06M 11/76 ;  D06M 11/79 ;  D06M 13/395 ;  D06M 13/11 ;  D06M 15/263 ;  B29D 29/00 ;  B60C 9/00 ;  C08J 5/06 ;  F16G 1/10 ;  B29D 30/40 ;  B29B 15/12 ;  B29D 30/38,Composition of AQUOSA,"{'Produce', 'Break Down', 'Concentrate', 'Change Phase', 'Mix', 'Separate', 'Dilute', 'Hold', 'Melt'}",,Revestir,Material de reforço têxtil,Formação de camada protetora,"O/a ""Segurar"" atua no/na Líquido para produzir um/uma Nanocompósito.",composicao imersao aquoso,{'produzir'}
BR 11 2021 013621 5,10/01/2020,"APLICADOR PARA PROVER UMA COMPOSIÇÃO ATIVA A UMA SUPERFÍCIE, E, MÉTODOS PARA PREPARAR E PARA PRODUZIR UM APLICADOR E PARA DESINFETAR UMA SUPERFÍCIE INANIMADA, PELE E SUPERFÍCIE DA PELE",A61L 2/232,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1618534&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Um aplicador para prover uma composição ativa a uma superfície, o aplicador compreendendo um substrato celulósico com locais aniônicos (por exemplo, papel, laminados de papel, papelão ou um tecido vegetal tecido ou não tecido, tal como uma polpa de madeira ou material de algodão); e uma composição impregnada ou revestida, a composição impregnada compreendendo um componente catiônico bioativo em uma quantidade suficiente em uso para desativar os locais aniônicos no substrato celulósico e prover um efeito desejado, por exemplo, um efeito biocida, sensação na pele intensificada, saúde da pele intensificada e amaciamento de tecido. O aplicador pode ter a forma de um lenço de limpeza, com uma única ou múltiplas camadas de substrato celulósico. O aplicador é preferivelmente substancialmente seco. Além disso, um aplicador para prover uma composição ativa a uma superfície, o aplicador compreendendo pelo menos duas camadas de substrato celulósico com locais aniônicos; as ditas camadas sendo aderidas umas às outras por uma composição adesiva compreendendo um componente catiônico em uma quantidade suficiente em uso para desativar os locais aniônicos no substrato celulósico e prover o efeito desejado. A composição adesiva também pode compreender um polímero adesivo solúvel em água ou dispersível em água. Também métodos para preparar e usar o aplicador, por exemplo, para desinfetar a pele ou uma superfície inanimada.",  A61L 2/232 ;  A01N 33/12 ;  A01N 25/34 ;  A61L 2/18 ;  A01N 43/40 ;  A01N 47/44 ;  A01N 55/00 ;  D21H 27/30 ;  D21H 27/32 ;  B32B 29/00 ;  A61K 8/02 ;  A61K 9/70 ;  A61Q 19/00 ;  A61P 31/04 ;  A61P 31/14 ;  A61K 31/14 ;  A61K 31/355 ;  A61K 31/155 ;  A61K 36/886,"Applicator to test an active composition to a surface, and methods to prepare and produce an applicator and to disinfect an inanimate surface, skin and surface of the skin","{'Produce', 'Break Down', 'Expand', 'Move'}",,Desinfetar,Superfície,Efeito biocida,"O/a ""Proteger"" atua no/na Sólido para produzir um/uma Nanocompósito.",aplicador prover composicao ativo superficie metodo preparar produzir aplicador desinfetar superficie inanimar pele superficie pele,{'produzir'}
