id_pedido,data_deposito,titulo,ipc,url,resumo,classifica_ipc
BR 11 2021 013934 6,17/01/2020,COMPOSIÇÕES DE TREM E SEUS USOS,C12N 15/11,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619106&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,  composições de trem e seus usos. A presente invenção refere-se genericamente a moléculas efetoras à base de tRNA e métodos com elas relacionados.,  C12N 15/11 ;  A61K 31/7088
BR 11 2021 013936 2,17/01/2020,COMPOSTOS HETEROCÍCLICOS COMO ANTAGONISTAS DE ADENOSINA,A61K 31/4965,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619111&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,  COMPOSTOS HETEROCÍCLICOS COMO ANTAGONISTAS DE ADENOSINA. A presente invenção refere-se a compostos de aminopirazina como moduladores de um receptor de adenosina. Os compostos podem encontrar uso como agentes terapêuticos para o tratamento de doenças mediadas por meio de uma via de sinalização de receptor acoplado à proteína G e podem encontrar particular uso em oncologia.,  A61K 31/4965 ;  C07D 241/10 ;  C07D 401/12
BR 11 2021 013957 5,17/01/2020,ALOJAMENTOS SEGUROS PARA FONTE DE ENERGIA SEM FIO,H02J 50/30,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619136&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  ALOJAMENTOS SEGUROS PARA FONTE DE ENERGIA SEM FIO. Trata-se de um sistema para garantir a integridade do alojamento de um transmissor de energia sem fio. O alojamento do transmissor compreende uma janela para permitir que um feixe de alta energia deixe o transmissor. A janela é munida de uma área que reflete ao menos parte do feixe e dirige o feixe refletido a um detector. Assim, o sistema pode averiguar se a janela foi danificada, uma vez que, se o detector estiver recebendo uma parte satisfatória do feixe, significa que a janela não sofreu avarias. Isso previne vantajosamente danos gerados por feixes nocivos, que podem ocorrer se a janela de saída do transmissor for danificada. De preferência, o feixe de laser é circularmente polarizado antes de deixar o transmissor, para evitar danos por lasers nocivos causados pelos reflexos do máximo dos componentes de polarização P ou S, o que pode acontecer com feixes linearmente polarizados.",  H02J 50/30 ;  H04B 10/11 ;  H04B 10/80 ;  H02J 50/40 ;  H02J 50/60
BR 11 2021 013964 8,17/01/2020,"MÉTODO PARA GERAR UMA IMAGEM TRIDIMENSIONAL, DISPOSITIVO DE IMAGIOLOGIA, SISTEMA PARA IMAGIOLOGIA E MEMÓRIA LIDA POR COMPUTADOR",G01B 11/24,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619139&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MÉTODO PARA GERAR UMA IMAGEM TRIDIMENSIONAL, DISPOSITIVO DE IMAGIOLOGIA, SISTEMA PARA IMAGIOLOGIA E MEMÓRIA LIDA POR COMPUTADOR. A presente divulgação fornece métodos, sistemas e dispositivos para co-registrar dados de imagiologia para formar imagens tridimensionais sobrepostas de um alvo biológico, como uma ferida, um tumor ou um leito cirúrgico. Um mapa tridimensional pode ser gerado ao projetar radiação infravermelha em uma área alvo, recebendo radiação infravermelha refletida e medindo a profundidade da área alvo. Uma imagem de luz branca tridimensional pode ser criada a partir de uma imagem de luz branca bidimensional capturada e do mapa tridimensional. Uma imagem de fluorescência tridimensional pode ser criada a partir de uma imagem de fluorescência bidimensional capturada e do mapa tridimensional. A imagem tridimensional de luz branca e a imagem tridimensional de fluorescência podem ser alinhadas usando um ou mais marcadores fiduciais para formar uma imagem sobreposta tridimensional. A imagem sobreposta pode ser usada para rastrear a cicatrização de feridas e extirpar tecidos cancerígenos, por exemplo, tumores de mama. As imagens podem ser na forma de vídeos.",  G01B 11/24 ;  G01B 11/25 ;  G01N 21/64 ;  G01S 17/89 ;  G06T 15/00 ;  G06T 7/30 ;  G06T 7/50 ;  G16H 30/40
BR 11 2021 013963 0,17/01/2020,VEÍCULO,B60K 15/05,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619140&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,  VEÍCULO. A presente invenção se refere a um veículo que inclui uma primeira parte rebaixada de acomodação que acomoda uma primeira porta de abastecimento e é aberta e fechada por uma primeira placa de tampa e uma segunda parte rebaixada de acomodação que acomoda uma segunda porta de abastecimento e é aberta e fechada por uma segunda placa de tampa. A primeira parte rebaixada de acomodação inclui uma parede inferior e uma parede periférica. Uma parte de operação de liberação de travamento que libera o travamento da segunda placa de tampa da segunda parte rebaixada de acomodação é fornecida dentro da primeira parte rebaixada de acomodação. A parte de operação de liberação de travamento está disposta em uma parte desviada em uma direção dianteira-traseira do veículo em relação à primeira porta de abastecimento.,  B60K 15/05 ;  F02M 37/00
BR 11 2021 013967 2,17/01/2020,"ELEMENTO DE QUADRO DE CÂMARA, ELETROLISADOR E CÉLULA DE ELETRODIÁLISE",C25B 9/08,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619141&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  ELEMENTO DE QUADRO DE CÂMARA, ELETROLISADOR E CÉLULA DE ELETRODIÁLISE. O elemento de quadro de câmara da presente invenção, que tem uma menor quantidade de queda de tensão, consome menos energia reativa do que a técnica anterior, e não apresenta corrosão de metal, é um elemento de quadro de câmara (14) para um eletrolisador ou uma célula de eletrodiálise. O elemento de quadro de câmara (14) inclui: um corpo de bolsa (141); um quadro (142) localizado em um espaço interno do corpo de bolsa (141); e uma entrada (143) e uma saída (144) às quais tubos podem ser acoplados, que são formados no lado externo de uma região onde o quadro está localizado no corpo de bolsa (141).",  C25B 9/08 ;  C25B 15/08
BR 11 2021 013965 6,17/01/2020,RNA TERAPÊUTICO E ANTICORPOS ANTI-PD1 PARA CÂNCERES DE TUMOR SÓLIDO EM ESTÁGIO AVANÇADO,A61P 35/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619142&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  RNA TERAPÊUTICO E ANTICORPOS ANTIPD1 PARA CÂNCERES DE TUMOR SÓLIDO EM ESTÁGIO AVANÇADO. A presente invenção refere-se ao campo de RNAs terapêuticos para o tratamento de indivíduos que não obtiveram sucesso ou se tornaram intolerantes, resistentes ou refratários a uma terapia antiproteína de morte celular programada 1 (PD-1) ou antiligante de proteína de morte celular programada 1 1 (PD-L1), incluindo terapia antipD-1 e/ou antipD-L1 inata e adquirida, bem como em indivíduos com cânceres de tumor sólido metastático ou não passível de ressecção em estágio avançado com ou sem sucesso, intolerância, resistência ou refração a uma terapia antiproteína de morte celular programada 1 (PD-1) ou antiligante de proteína de morte celular programada 1 ligante 1 (PD-L1).",  A61P 35/00 ;  A61K 48/00 ;  C07K 16/28
BR 11 2021 013976 1,17/01/2020,"MÉTODO PARA PRODUÇÃO E USO DE UMA FORMA DE DOSAGEM DE MELATONINA, E COMPOSIÇÃO DE MELATONINA MICRONIZADA SÓLIDA",A61K 31/4045,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619152&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MÉTODO PARA PRODUÇÃO E USO DE UMA FORMA DE DOSAGEM DE MELATONINA, E COMPOSIÇÃO DE MELATONINA MICRONIZADA SÓLIDA. A presente invenção refere-se a uma composição de melatonina tendo uma granulação seca, incluindo um pó de melatonina com um tamanho médio de partícula de melatonina de 5 µm a 40 µm, um pó de ácido carboxílico e um pó de um polímero formador de hidrogel. A granulação seca é combinada com excipientes farmacêuticos em uma forma de dosagem farmacêutica seca que pode ser ingerida oralmente adaptada para absorver água mediante ingestão e formar um hidrogel que inclui melatonina solúvel e ácido carboxílico solúvel no hidrogel, sendo que o ácido carboxílico está em uma quantidade suficiente para conferir um pH de 4,4 ou menos ao hidrogel após a ingestão.",  A61K 31/4045 ;  A61K 9/14 ;  A61K 9/20 ;  A61K 31/19
BR 11 2021 013992 3,17/01/2020,"SISTEMA, MÉTODO PARA OPERAR E KIT DE IMAGEAMENTO MANUAL, MODULAR E PORTÁTIL",G01N 21/64,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619169&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  SISTEMA, MÉTODO PARA OPERAR E KIT DE IMAGEAMENTO MANUAL, MODULAR E PORTÁTIL. É divulgado um sistema de imageamento manual modular, portátil. O sistema modular compreende uma primeira porção de alojamento e uma segunda porção de alojamento. A primeira porção de alojamento inclui pelo menos uma fonte de luz de excitação. Um primeiro filtro é configurado para detectar e permitir passagem de sinais óticos selecionados responsivos à iluminação com a luz de excitação para um primeiro sensor de imagem. Um segundo filtro é configurado para detectar e permitir passagem de sinais óticos selecionados responsivos à iluminação da superfície alvo com luz branca para um segundo sensor de imagem. A segunda porção de alojamento é configurada para receber de modo liberável a primeira porção de alojamento. A segunda porção de alojamento inclui um display e um processador configurado para receber os sinais óticos de luz branca e fluorescente detectados e transferir uma representação da superfície alvo para o display com base nos sinais óticos detectados.",  G01N 21/64 ;  A61B 46/10 ;  A61B 5/00
BR 11 2022 013666 8,17/01/2020,NAVEGAÇÃO LOCAL ASSISTIDA POR VEÍCULO PARA TUDO (V2X),G08G 1/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1668743&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  NAVEGAÇÃO LOCAL ASSISTIDA POR VEÍCULO PARA TUDO (V2X). As técnicas descritas no presente documento fornecem serviços de navegação ultralocal melhorados para dispositivos V2X (por exemplo, smartphones que incorporam conjuntos de chips V2X). Os dispositivos V2X podem transmitir informações de veículo para dispositivos de rede de borda (por exemplo, unidades de acostamento). As unidades de acostamento podem ser instaladas em cruzamentos ou ao longo de estradas para coletar informações de tráfego através de várias entradas de sensor e comunicações V2X com múltiplos veículos. A comunicação entre dispositivos V2X e os dispositivos de rede de borda pode ser realizada através de comunicação sem fio (por exemplo, interface PC5 direta ou através de interface Uu local com computação de borda. Os dispositivos de rede de borda podem realizar otimização de rota local e computar uma ou mais recomendações (por exemplo, uma rota recomendada, uma velocidade recomendada, uma faixa recomendada). Os dispositivos de rede de borda podem transmitir a uma ou mais recomendações por meio de uma comunicação sem fio para os dispositivos V2X. Os dispositivos V2X podem exibir as recomendações para um usuário.",  G08G 1/00
BR 11 2021 013995 8,17/01/2020,SISTEMA E MÉTODO PARA MEDIÇÃO DIGITAL DE VISÃO ESTÉREO,A61B 3/08,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619172&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  SISTEMA E MÉTODO PARA MEDIÇÃO DIGITAL DE VISÃO ESTÉREO. A presente invenção refere-se a sistema e método para medição de visão estéreo. Um estímulo visual tridimensional é gerado. O estímulo visual é composto por uma pluralidade de elementos de ponto espacialmente filtrados configurados para isolar a função estéreo. O estímulo visual é, então, apresentado a um usuário através de um dispositivo de exibição e dados de entrada são recebidos em resposta à visualização do estímulo visual pelo usuário conforme apresentado. Um desempenho estéreo do usuário é, então, determinado a partir dos dados de entrada.",  A61B 3/08 ;  A61B 3/10
BR 11 2021 014004 2,17/01/2020,MANCAL MAGNÉTICO PASSIVO E TURBINA PARA IMPLANTAÇÃO DENTRO DE UM AMBIENTE DE OPERAÇÃO,F16C 32/04,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619180&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MANCAL MAGNÉTICO PASSIVO E TURBINA PARA IMPLANTAÇÃO DENTRO DE UM AMBIENTE DE OPERAÇÃO. Um mancal magnético passivo (PMB) aprimorado para máquinas rotatórias e máquinas rotatórias integrando o mancal são configurados para neutralizar as forças dimensionais de três estados aplicadas sobre eles quando colocados em um ambiente de operação tendo forças externas. O PMB aprimorado inclui um primeiro elemento de anel tendo uma matriz Halbach. Um segundo elemento de anel tem a primeira e segunda matrizes Halbach se estendendo angularmente sobre as respectivas regiões do segundo anel. A interação magnética da matriz Halbach do primeiro anel com a primeira e a segunda matrizes Halbach do segundo anel, quando os anéis estão posicionados relativos um ao outro dentro de uma faixa de operação axial, define uma curva de força combinada. Essa curva pode ter um componente axial compatível a uma curva de força axial alvo predeterminada e um componente radial compatível a uma força radial alvo predeterminada. Em uma aplicação, um ou mais mancais magnéticos passivos podem ser integrados em turbinas de produção de energia, pelos quais o componente axial da força neutraliza a força de fluxo em uma direção de geração de torque e o componente radial neutraliza as forças gravitacionais.",  F16C 32/04 ;  F02C 7/06 ;  F03B 11/06 ;  F03D 80/70 ;  H01F 7/02
BR 11 2021 014006 9,17/01/2020,PROCESSO PARA PURIFICAR UM COMPLEXO DE GADOLÍNIO,C07D 471/08,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619182&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  COMPLEXOS DE GADOLÍNIO, COMPOSIÇÕES COMPREENDENDO OS MESMOS E PROCESSO DE PURIFICAÇÃO. A presente invenção refere-se a um complexo de fórmula (II) constituído por pelo menos 90% de um excesso diastereoisomérico que compreende uma mistura dos isômeros II-RRR e II-SSS de fórmulas: (II-SSS) (II-RRR) A presente invenção também se refere a um processo de preparação e purificação do referido complexo de fórmula (II), bem como a uma composição que compreende o referido complexo.",  C07D 471/08 ;  A61K 49/08 ;  A61K 49/10 ;  C07D 487/04
BR 11 2021 014007 7,17/01/2020,TEATRO DE FANTOCHES PORTÁTIL,A63J 19/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619184&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  TEATRO DE FANTOCHES PORTÁTIL. Um teatro de fantoches portátil (1), compreendendo um par de paredes laterais (2) e uma parede frontal (3) tendo uma abertura central (4) que é projetada para estar voltada para o público, uma pluralidade de paredes internas (5) definindo um ou mais cenários (5A) e uma cortina (5B), um elemento de cobertura (6), que é adaptado para cobrir as paredes laterais (2) e a parede frontal (3). As paredes laterais (2) e a parede frontal (3) são substancialmente verticais e articuladas em conjunto para formar uma estrutura dobrável (7) que é adaptada para alternar entre uma configuração colapsada com as paredes (2, 3) em relação de sobreposição mútua e uma configuração vertical com as paredes (2, 3) em ângulos retos e substancialmente verticais e vice-versa. O elemento de cobertura (6) tem a forma de uma tampa, com uma parte central plana (13) e bordas dobradas para cima (14) para receber as paredes internas (5) e a estrutura dobrável (7) na configuração colapsada. O elemento de cobertura (6) é adaptado para ser virado de cabeça para baixo com as bordas dobradas (14) voltadas para baixo e em contato com as paredes laterais (2) e a parede frontal (3) na configuração vertical. Além disso, a porção central plana (13) do elemento de cobertura (6) tem uma pluralidade de fendas (15) para permitir que as paredes internas (5) sejam introduzidas de forma removível a partir da parte superior para posições voltadas para a abertura central (4).",  A63J 19/00
BR 11 2021 002909 5,17/01/2020,MÉTODO PARA PREPARAR UM POLÍMERO SUPERABSORVENTE,C08J 9/22,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1603671&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  POLÍMERO SUPERABSORVENTE E MÉTODO PARA O PREPARO DO MESMO. A presente invenção refere-se a: um polímero superabsorvente com rápida taxa de absorção e cuja elasticidade mantém-se mesmo em condições nas quais é repetidamente pressionado, exibindo assim excelentes características de secura; e um método para prepará-lo.",  C08J 9/22 ;  C08J 3/12 ;  C08J 9/08 ;  C08F 2/44 ;  C08F 20/18 ;  C08L 33/08 ;  C08L 33/04
BR 12 2022 025041 6,17/01/2020,COMPLEXOS DE GADOLÍNIO,C07D 471/08,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1686107&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=, ,  C07D 471/08 ;  A61K 49/08 ;  A61K 49/10 ;  C07D 487/04 ;  C07F 5/00
BR 11 2021 014077 8,17/01/2020,INDICADOR DE GÁS E/OU LÍQUIDO QUÍMICO,G01M 3/22,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619304&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,  INDICADOR DE GÁS E/OU LÍQUIDO QUÍMICO. Um indicador de composto de amônia compreendendo um adesivo e um composto químico crômico nele disposto é descrito neste documento. Também são descritos métodos de fabricação dos elementos descritos anteriormente e métodos para indicar a presença de amônia.,  G01M 3/22 ;  G01M 3/20 ;  G01M 3/04 ;  G01N 21/77 ;  G01N 21/78 ;  G01N 31/22
BR 11 2021 014084 0,17/01/2020,ELEMENTO ÓPTICO DE VISUALIZAÇÃO COM SISTEMA DE CONTADOR DE DISPARO,F41A 9/62,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619305&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  ELEMENTO ÓPTICO DE VISUALIZAÇÃO COM SISTEMA DE CONTADOR DE DISPARO. A revelação se refere a um elemento óptico de visualização. Em uma modalidade, a revelação se refere a um sistema de exibição para um elemento óptico de visualização. Em uma modalidade, a revelação se refere a um elemento óptico de visualização que tem um sistema de exibição com múltiplos visores ativos para gerar imagens que são projetadas em um primeiro plano focal de um sistema óptico. Em uma modalidade, a revelação se refere a um elemento óptico de visualização com um visor ativo e um sistema de contador de disparo.",  F41A 9/62 ;  F41A 9/53 ;  F41A 9/61 ;  F41A 9/70 ;  F41A 19/01 ;  F41G 1/38 ;  F41G 1/387
BR 11 2021 008185 2,17/01/2020,COMPOSIÇÕES DE COMBUSTÍVEL À BASE DE UMA FRAÇÃO DE DIESEL COM UM TEOR DE ENXOFRE INFERIOR A 10 MG/KG COM PONTOS DE EBULIÇÃO NA FAIXA DE 180-360 °C,C10L 1/08,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1610333&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  A invenção divulga uma composição de combustível à base de uma fração de diesel, com um teor de enxofre inferior a 10 mg/kg e com ponto de ebulição na faixa de 180-360 °C, caracterizada pela referida composição de combustível conter peróxidos orgânicos como promotores de ignição, que são selecionados a partir do grupo: peróxido de di-terc-butila, 1,1-di-(terc-butilperoxi)ciclo-hexano, peróxido de dicumila, peróxido de terc-butilcumila, peróxido de isobutilcumila, peróxido de N-butilcumila, peróxido de isopropilcumila, peróxido de etilcumila e peróxido de metilcumila e contém um aditivo antidesgaste à base de ácidos carboxílicos com a seguinte proporção de componentes em % em peso: 0,01-0,5 de peróxido orgânico, 0,005-0,1 de aditivo antidesgaste e até 100 sendo a fração de diesel. A composição de combustível diesel proposta permite a produção de um combustível diesel que atende aos requisitos de desempenho de qualidade.",  C10L 1/08 ;  C10L 1/18 ;  C10L 1/185 ;  C10L 1/188
BR 11 2021 008928 4,17/01/2020,BOMBA COM LIGAÇÃO DIRETA DO ESTATOR À PLACA DE CIRCUITO,H02K 3/52,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1611239&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  BOMBA COM LIGAÇÃO DIRETA DO ESTATOR À PLACA DE CIRCUITO. A invenção refere-se a uma bomba (1) que apresenta um motor elétrico (2) com um rotor (4) que está apoiado podendo girar em torno de um eixo de rotação (100), e que envolve um estator (5) no lado da circunferência, sendo que o estator (5) apresenta um núcleo do estator e bobinas (7) enroladas no núcleo do estator, e sendo que os enrolamentos são formados de um fio de enrolamento com seções finais do fio de enrolamento, e as seções finais do fio de enrolamento (19) são contatadas eletricamente com uma placa de circuito (18) no lado frontal, sendo que as seções finais do fio de enrolamento (19) se estendem para fora partindo do estator (5) radialmente para o eixo de rotação (100) e nessa área são contatadas diretamente com a placa de circuito (18) por meio de contatos de deslocamento de isolamento (20).",  H02K 3/52 ;  H02K 5/22 ;  H02K 11/33 ;  H02K 15/00
BR 11 2021 014087 5,17/01/2020,PROCESSO PARA PREPARAR UM COMPLEXO DE GADOLÍNIO,C07D 471/08,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1619313&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  COMPLEXOS DE GADOLÍNIO, PROCESSO DE PREPARAÇÃO E HEXAÉSTER DE BUTILA. A presente invenção se refere a um complexo de fórmula (II) constituído por pelo menos 80% de um excesso diastereoisomérico que compreende uma mistura dos isômeros II-RRR e II-SSS de fórmulas: (II-SSS) (II-RRR). A presente invenção também se refere a um processo de preparação do referido complexo de fórmula (II), assim como dois intermediários de síntese.",  C07D 471/08 ;  A61K 49/08 ;  A61K 49/10 ;  C07D 487/04 ;  C07F 5/00
BR 11 2021 014503 6,17/01/2020,CONJUNTOS DE INICIADORES DE PROPÓSITO GERAL PARA DETECTAR FLAVIVÍRUS E USO DOS MESMOS,C12Q 1/70,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1620145&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  CONJUNTOS DE INICIADORES DE PROPÓSITO GERAL PARA DETECTAR FLAVIVÍRUS E USO DOS MESMOS. A presente invenção se refere a conjuntos de iniciadores de propósito geral para detectar flavivírus, um kit para diagnosticar flavivírus compreendendo os conjuntos de iniciadores e um método de diagnóstico de flavivírus. Usando um par de conjuntos de iniciadores de propósito geral para detectar flavivírus, todos do vírus da dengue tipo 1, vírus da dengue tipo 2, vírus da dengue tipo 3, vírus da dengue tipo 4, vírus da encefalite japonesa, vírus do Nilo Ocidental, vírus da febre amarela e vírus Zika pode ser detectado com alta sensibilidade a partir de uma amostra. Além disso, o problema de resposta falso-positiva, que é um problema crônico de conjuntos de iniciadores de propósito geral existentes para detectar flavivírus, é melhorado e, assim, o influxo de flavivírus e infecções pode ser detectado com eficácia.",  C12Q 1/70
BR 11 2022 013797 4,17/01/2020,"PEÇA DE MÃO ACIONADA POR MOTOR, KIT DE PARTES PARA LIPOASPIRAÇÃO DE TECIDO ADIPOSO, E DISPOSITIVO MÉDICO PARA REMOVER TECIDOS DE UM CORPO",A61M 1/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1668933&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  PEÇA DE MÃO ACIONADA POR MOTOR, KIT DE PARTES PARA LIPOASPIRAÇÃO DE TECIDO ADIPOSO, E DISPOSITIVO MÉDICO PARAREMOVER TECIDOS DE UM CORPO. A presente invenção diz respeito a uma peça de mão acionada por motor para transmitir a uma cânula de um dispositivo médico um movimento recíproco de amplitude (Delta_X) ao longo de um eixo geométrico longitudinal (X), sendo que a peça de mão acionada por motor compreende um alojamento (1) que circunda, pelo menos parcialmente, (a) um tubo oco (2) que se estende ao longo do eixo geométrico longitudinal (X) entre uma extremidade de entrada (21) e uma extremidade de saída (2o), configurado para transladar para trás e para a frente ao longo do eixo geométrico longitudinal (X) por uma distância (DeltaX) em relação ao alojamento (1), a extremidade de entrada (2i) estando configurada para acoplar coaxialmente o tubo oco (2) a uma cânula oca (10), (b) um anel (3) rigidamente acoplado ao tubo oco (2) e que compreende uma abertura (3o) definida em um plano (X, Y), tendo um comprimento, L, medido ao longo de um primeiro eixo geométrico transversal (Y) e uma largura, W, medida ao longo do eixo geométrico longitudinal (X), em que Y 1 X, (c) um came (4) montado em um eixo de rotação (4r) paralelo a um segundo eixo geométrico transversal (Z) normal ao plano (X, Y) (isto é, X 1 Y 1 Z), desviado de um centroide (C) do came no plano (X, Y) por uma distância (dP), e ajustado em uma posição fixa em relação ao alojamento (1), sendo o came engatado na abertura (3o), em que após rotação em torno do eixo de rotação, o came é configurado para rotar dentro do anel e definir um raio de rotação maior (Ro) definido no plano (X, Y), e em que o raio de rotação maior (Ro) não é mais do que metade do comprimento, L, da abertura (Ro menor ou = 1/2 /L ) e é maior do que a largura, W, da abertura, em que a rotação do came (4) engatado na abertura (3o) do anel (3) aciona uma translação recíproca do tubo oco (2) para trás e para a frente ao longo do eixo geométrico longitudinal (X) pela distância (DeltaX) em relação ao alojamento (1).",  A61M 1/00
